id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,result
1.18735E+18,1.18735E+18,1.57192E+12,10/24/19,8:47:45,EDT,54927315,menacemeezy,MNC,,"Made a good move today with #JetBlue also. They beat earnings expectations, although seat mile will slow, fuel cost are also going down. Up 7.31% today 👌🤗🤑",[],[],[],1,0,2,['#jetblue'],[],https://twitter.com/MeNaceMeezy/status/1187349963690446849,FALSE,,0,,,,,,,"[{'user_id': '54927315', 'username': 'MeNaceMeezy'}]",,
1.18676E+18,1.18676E+18,1.57178E+12,10/22/19,17:26:53,EDT,54927315,menacemeezy,MNC,,"Made a good move today with #JetBlue also. They beat earnings expectations, although seat mile will slow, fuel cost are also going down. Up 7.31% today 👌🤗🤑",[],[],[],0,0,0,['#jetblue'],[],https://twitter.com/MeNaceMeezy/status/1186755829996937217,FALSE,,0,,,,,,,"[{'user_id': '54927315', 'username': 'MeNaceMeezy'}]",,
1.17874E+18,1.17874E+18,1.56987E+12,9/30/19,14:49:11,EDT,95744503,studydotcom,Study.com,,"More than 1,000 JetBlue employees have enrolled in courses on  http://Study.com  to obtain their bachelor's degrees with no out-of-pocket cost. Our partnerships are changing organizations.
#JetBlue #studydotcom #scholars pic.twitter.com/zuwEqwdSlW",[],['http://Study.com'],[],0,0,2,"['#jetblue', '#studydotcom', '#scholars']",[],https://twitter.com/Studydotcom/status/1178743610977800192,FALSE,,1,,,,,,,"[{'user_id': '95744503', 'username': 'Studydotcom'}]",,
1.16968E+18,1.16968E+18,1.56771E+12,9/5/19,14:30:38,EDT,385140387,gripevine,Gripevine,,Share Your #JetBlue #AirTravel #CustomerService Experiences On #GripeVine.com & #BeHeard -  JetBlue Cost Cutting: Should You Care? via @forbes  https://www.forbes.com/sites/gabrielleigh/2019/09/02/jetblue-cost-cutting-should-you-care/#5ada3dbe48d6 … Invest In #CustomerCare #FLCX,['forbes'],['https://www.forbes.com/sites/gabrielleigh/2019/09/02/jetblue-cost-cutting-should-you-care/#5ada3dbe48d6'],[],0,0,0,"['#jetblue', '#airtravel', '#customerservice', '#gripevine', '#beheard', '#customercare', '#flcx']",[],https://twitter.com/gripevine/status/1169679244018012160,FALSE,,0,,,,,,,"[{'user_id': '385140387', 'username': 'gripevine'}, {'user_id': '91478624', 'username': 'Forbes'}]",,
1.15712E+18,1.15712E+18,1.56471E+12,8/1/19,22:49:41,EDT,9.87004E+17,sladecrypto,Costa Rica Kelly 🐼🍿🌎✌🏻🌴🌋♻️❤️🇨🇷,,"Nothing like logging on to your #Jetblue app and realizing one of your flights will cost only the taxes ($22). TAKE ADVANTAGE OF THE POINTS, people! #TRUEBLUE #JETBLUEROCKS #JETBLUEMASTERCARD #TravelHappy #CostaRica",[],[],[],0,0,0,"['#jetblue', '#trueblue', '#jetbluerocks', '#jetbluemastercard', '#travelhappy', '#costarica']",[],https://twitter.com/sladecrypto/status/1157121259781709824,FALSE,,0,,,,,,,"[{'user_id': '987003662496083968', 'username': 'sladecrypto'}]",,
1.15515E+18,1.15515E+18,1.56424E+12,7/27/19,12:07:37,EDT,52875786,ctritsch,Chris Tritsch,,"#JetBlue #nocommunication Delayed 5 hours due to maintenance, no communication.....one day gone from vacation at all inclusive that cost $$ thanks jetblue",[],[],[],0,1,1,"['#jetblue', '#nocommunication']",[],https://twitter.com/Ctritsch/status/1155147739048677376,FALSE,,0,,,,,,,"[{'user_id': '52875786', 'username': 'Ctritsch'}]",,
1.13426E+18,1.13426E+18,1.55926E+12,5/30/19,20:48:15,EDT,163537744,jbotennis,Jennifer Boller,,"#jetblue shifted us to partner #jetsuitex. Only after-the-fact emails reveal private hangar, no transport to car rental booked through jetblue. Recommended own car agency. No prices. Never heard back. Needed Wikipedia to find planes hold 37 people. Canceling cost $150. #ripoff",[],[],[],0,0,0,"['#jetblue', '#jetsuitex', '#ripoff']",[],https://twitter.com/JBoTennis/status/1134260264365256704,FALSE,,0,,,,,,,"[{'user_id': '163537744', 'username': 'JBoTennis'}]",,
1.12786E+18,1.12786E+18,1.55774E+12,5/13/19,5:15:19,EDT,71357821,chriswbz,Chris McKinnon,,"With the #NHLBruins taking a 2-0 series lead over the Hurricanes, #JetBlue unveils the Bear Force One. @GaryBrodeNews says it'll cost you about $400 to get down to Game 3 on it. #WBZ #BearForceOne pic.twitter.com/mDqXqCmhnQ",['garybrodenews'],[],['https://pbs.twimg.com/media/D6b50IEWAAAjtFN.jpg'],0,3,19,"['#nhlbruins', '#jetblue', '#wbz', '#bearforceone']",[],https://twitter.com/chrisWBZ/status/1127864890318675968,FALSE,,0,,,,,,,"[{'user_id': '71357821', 'username': 'chrisWBZ'}, {'user_id': '2249170832', 'username': 'GaryBrodeNews'}]",,
1.12225E+18,1.12225E+18,1.5564E+12,4/27/19,17:07:01,EDT,9.6192E+17,bonniecareerinc,"Bonnie Negron, MBA, NCOPE, CPRW",,"Paid $1,800 one-way for a family of 4 to go from Orlando to Newark and @jetblue has continuously delayed the flight throughout the day. We are now up to a 4-hour delay. I already felt robbed with the cost and now terrible service! #JetBlue",['jetblue'],[],[],1,1,0,['#jetblue'],[],https://twitter.com/BonnieCareerInc/status/1122245789974188034,FALSE,,0,,,,,,,"[{'user_id': '961919574861058048', 'username': 'BonnieCareerInc'}, {'user_id': '6449282', 'username': 'JetBlue'}]",,
1.11098E+18,1.11098E+18,1.55371E+12,3/27/19,15:17:45,EDT,117840171,foragreatprice,Adam Elder,,JetBlue breaks iPad Pro cost to repair is $750 they refuse to cover instead of offering a $75 credit on my next flight sounds fair. #JetBlue #jetblueflashfares #jetblue #makeitright #sucks #apple #AppleCard pic.twitter.com/zJQ1EzOoyt,[],[],['https://pbs.twimg.com/media/D2sCTcSXcAA0V2q.jpg'],0,0,0,"['#jetblue', '#jetblueflashfares', '#jetblue', '#makeitright', '#sucks', '#apple', '#applecard']",[],https://twitter.com/foragreatprice/status/1110984270120714245,FALSE,,0,,,,,,,"[{'user_id': '117840171', 'username': 'foragreatprice'}]",,
